1022214,451,458,12,14
1022224,455,458,12,14
1022234,457,458,12,14
1022244,457,458,12,14
1022255,455,458,12,14
1022265,453,458,12,14
1022275,454,458,12,14
1022285,456,458,12,14
1022295,454,458,12,14
1022305,458,458,12,14
1022316,454,458,12,14
1022326,455,458,12,14
1022336,458,458,12,14
1022346,456,458,12,14
1022356,454,458,12,14
1022367,455,458,12,14
1022377,456,458,12,14
1022387,455,458,12,14
1022397,455,458,12,14
1022407,455,458,12,14
1022418,457,458,12,14
1022428,457,458,12,14
1022438,455,458,12,14
1022448,455,458,12,14
1022458,455,458,12,14
1022469,456,458,12,14
1022479,456,458,12,14
1022489,457,458,12,14
1022499,455,458,12,14
1022509,456,458,12,14
1022520,458,458,12,14
1022530,451,458,13,14
1022540,455,458,13,14
1022550,454,458,13,14
1022560,458,458,13,14
1022570,458,458,13,14
1022581,455,458,13,14
1022591,457,458,13,14
1022601,454,458,13,14
1022611,455,458,13,14
1022621,454,458,13,14
1022632,454,458,13,14
1022642,454,458,13,14
1022652,456,458,13,14
1022662,454,458,13,14
1022672,453,458,14,14
1022683,452,458,14,14
1022693,452,457,15,14
1022703,453,457,15,14
1022713,452,457,15,14
1022723,456,457,15,14
1022734,453,457,15,14
1022744,455,457,16,14
1022754,456,457,16,14
1022764,456,457,15,14
1022774,457,457,15,14
1022785,456,457,15,14
1022795,454,457,15,14
1022805,454,457,15,14
1022815,454,457,15,14
1022825,455,457,15,14
1022836,456,457,15,14
1022846,454,457,15,14
1022856,455,457,14,14
1022866,454,457,14,14
1022876,453,457,14,14
1022886,453,457,14,14
1022897,455,457,14,14
1022907,455,456,15,14
1022917,455,456,14,14
1022927,457,456,14,14
1022937,456,456,13,14
1022948,455,456,13,14
1022958,456,456,13,14
1022968,455,456,13,14
1022978,453,456,12,14
1022988,455,456,12,14
1022999,454,456,12,14
1023009,457,456,12,14
1023019,455,456,11,14
1023029,454,456,11,14
1023039,453,456,11,14
1023050,456,456,10,14
1023060,455,456,10,14
1023070,457,456,9,14
1023080,454,455,10,14
1023090,455,455,9,14
1023100,454,455,9,14
1023111,454,455,8,14
1023121,455,455,8,14
1023131,455,455,8,14
1023141,458,455,7,14
1023151,454,455,7,14
1023162,457,455,6,14
1023172,456,455,6,14
1023182,454,455,6,14
1023192,455,455,5,14
1023202,447,455,5,14
1023213,452,455,5,14
1023223,456,455,5,14
1023233,457,455,4,14
1023243,455,455,4,14
1023253,455,454,5,14
1023264,456,454,4,14
1023274,455,454,4,14
1023284,457,454,4,14
1023294,454,454,4,14
1023304,454,454,4,14
1023314,457,454,4,14
1023325,453,454,4,14
1023335,456,454,3,14
1023345,454,454,3,14
1023355,455,454,3,14
1023365,455,454,3,14
1023376,455,454,3,14
1023386,455,454,3,14
1023396,455,454,3,14
1023406,458,454,3,14
1023416,456,454,3,14
1023427,455,454,3,14
1025915,458,455,2,14
1025925,464,455,3,14
1025935,466,455,4,14
1025945,462,455,4,14
1025956,465,455,5,14
1025966,461,455,5,14
1025976,461,455,6,14
1025986,464,455,6,14
1025996,463,455,7,14
1026007,464,455,7,14
1026017,465,455,8,14
1026027,463,455,9,14
1026037,455,455,9,14
1026047,464,455,9,14
1026058,464,455,10,14
1026068,465,456,10,14
1026078,464,456,10,14
1026088,465,456,11,14
1026098,464,456,12,14
1026109,464,456,12,14
1026119,466,456,13,14
1026129,466,456,14,14
1026139,467,456,15,14
1026149,466,456,16,14
1026159,462,456,16,14
1026170,466,456,17,14
1026180,464,456,17,14
1026190,467,456,18,14
1026200,463,457,18,14
1026210,464,457,18,14
1026221,463,457,18,14
1026231,464,457,18,14
1026241,465,457,19,14
1026251,467,457,20,14
1026261,463,457,20,14
1026272,466,457,21,14
1026282,464,457,21,14
1026292,465,457,22,14
1026302,461,457,22,14
1026312,462,457,22,14
1026323,463,457,22,14
1026333,462,457,22,14
1026343,464,458,22,14
1026353,462,458,22,14
1026363,462,458,22,14
1026374,460,458,21,14
1026384,462,458,21,14
1026394,462,458,21,14
1026404,461,458,21,14
1026414,462,458,21,14
1026424,463,458,21,14
1026435,462,458,21,14
1026445,462,458,21,14
1026455,463,458,21,14
1026465,463,458,21,14
1026475,461,458,21,14
1026486,464,458,22,14
1026496,460,458,22,14
1026506,460,459,20,14
1026516,461,459,20,14
1026526,461,459,20,14
1026537,459,459,20,14
1026547,461,459,20,14
1026557,463,459,20,14
1026567,460,459,20,14
1026577,463,459,20,14
1026588,461,459,19,14
1026598,460,459,19,14
1026608,458,459,19,14
1026618,460,459,19,14
1026628,460,459,19,14
1026639,460,459,19,14
1026649,460,459,19,14
1026659,459,459,19,14
1026669,459,459,18,14
1026679,460,459,18,14
1026689,463,459,18,14
1026700,461,459,18,14
1026710,461,459,18,14
1026720,459,459,18,14
1026730,456,459,18,14
1026740,458,460,16,14
1026751,458,460,16,14
1026761,456,460,16,14
1026771,458,460,16,14
1026781,456,460,16,14
1026791,457,460,16,14
1026802,458,460,16,14
1026812,472,460,17,14
1026822,461,460,16,14
1026832,459,460,16,14
1026842,458,460,16,14
1026853,459,460,16,14
1026863,454,460,16,14
1026873,458,460,16,14
1026883,457,460,16,14
1026893,456,460,16,14
1026903,458,460,14,14
1026914,455,460,14,14
1026924,456,460,14,14
1026934,457,460,14,14
1026944,459,460,14,14
1026954,458,460,14,14
1026965,455,460,14,14
1026975,457,460,14,14
1026985,454,460,14,14
1026995,457,460,14,14
1027005,457,460,13,14
1027016,458,460,13,14
1027026,456,460,13,14
1027036,458,460,13,14
1027046,455,460,13,14
1027056,457,460,13,14
1027067,456,460,13,14
1027077,458,460,12,14
1027087,458,460,12,14
1027097,456,460,12,14
1027107,457,460,12,14
1027118,455,460,12,14
1027128,458,460,12,14
1029615,511,461,32,14
1029625,515,461,56,14
1029635,512,462,77,14
1029645,510,462,96,14
1029656,514,462,119,14
1029666,526,463,151,14
1029676,514,463,173,14
1029686,514,464,193,14
